question	ANNOTATION	ground_truth	matched_claim	matched_claim_paperID	ground_truth_paperID	matched_date	matched_authors	matched_journal	matched_title	matched_affiliation	distance
"13. PPE – What PPE is effective, and who should be using it?"	-2	N95 respirators were associated with up to 80% reductions in SARS-CoV-1 infections.	Low-quality evidence estimates from these studies suggest a relative reduction of 50% in the risk of contagion 304 associated with N95 respirators compared to surgical masks	43e989abf90589d1f404505c78c3d0dcf69ef506	"bb64f653c2ff6a96ddd691c3bf7a137963641951,"	2020-09-25	"Griswold, D. P.; Gempeler, A.; Kolias, A.; Hutchinson, P.; Rubiano, A."		Personal protective equipment for reducing the risk of COVID-19 infection among healthcare workers involved in emergency trauma surgery during the pandemic: an umbrella review	;Fundación Valle del Lili	0.231386432
"13. PPE – What PPE is effective, and who should be using it?"	0	"Surgical face masks, respirators, and homemade face masks may prevent transmission of coronaviruses from infectious individuals to other individuals."	"A very recent study published on April 3, 2020 demonstrated that surgical face masks could prevent transmission of human coronaviruses from symptomatic individuals 15 "	5b5fe021a624b46b871749064cd5523a1f570336	"bb64f653c2ff6a96ddd691c3bf7a137963641951,,6bfd7a2e092c039e792bae569c8406f2a47c2759,"	2020-04-25	"Wu, Erxi; Qi, Dan"	Genes Dis	Masks and thermometers: Paramount measures to stop the rapid spread of SARS-CoV-2 in the United States	;Baylor Scott & White Health	0.187141227
"13. PPE – What PPE is effective, and who should be using it?"	0	"Surgical face masks, respirators, and homemade face masks may prevent transmission of coronaviruses from infectious individuals to other individuals."	Our results indicate that surgical face masks could prevent the transmission of human coronaviruses and influenza viruses from symptomatic individuals	4f8f62022c6e658b18a1b77d10221fcc2fdef521	"bb64f653c2ff6a96ddd691c3bf7a137963641951,,6bfd7a2e092c039e792bae569c8406f2a47c2759,"	2020-08-16	"Seminara, Giovanni; Carli, Bruno; Forni, Guido; Fuzzi, Sandro; Mazzino, Andrea; Rinaldo, Andrea"	Rend Lincei Sci Fis Nat	Biological fluid dynamics of airborne COVID-19 infection		0.212758236
"13. PPE – What PPE is effective, and who should be using it?"	0	"Surgical face masks, respirators, and homemade face masks may prevent transmission of coronaviruses from infectious individuals to other individuals."	Recent studies found out that surgical face masks could prevent transmission of human coronaviruses and influenza viruses from symptomatic individuals [4] 	0c1e3d1668cae05f5aa1fef87df9b590b59f3f67	"bb64f653c2ff6a96ddd691c3bf7a137963641951,,6bfd7a2e092c039e792bae569c8406f2a47c2759,"	2020-09-15	"Villani, Alberto; Bozzola, Elena; Staiano, Annamaria; Agostiniani, Rino; Del Vecchio, Antonio; Zamperini, Nicola; Marino, Francesco; Vecchio, Davide; Corsello, Giovanni"	Ital J Pediatr	Facial masks in children: the position statement of the Italian pediatric society		0.214149994
"13. PPE – What PPE is effective, and who should be using it?"	0	"Surgical face masks, respirators, and homemade face masks may prevent transmission of coronaviruses from infectious individuals to other individuals."	"As coronaviruses are respiratory infections, there has been extensive literature to suggest the effectiveness of masks in preventing the transmission of these viruses, 7 along with proper use by both infected and uninfected individuals"	cc70a8c78bc87bb385cb99ed533b95bf24638acc	"bb64f653c2ff6a96ddd691c3bf7a137963641951,,6bfd7a2e092c039e792bae569c8406f2a47c2759,"	2020-07-02	"Tso, Ricky V; Cowling, Benjamin J"	Clin Infect Dis	Importance of face masks for COVID-19 – a call for effective public education	Li Ka Shing;The University of Hong Kong	0.217295263
"13. PPE – What PPE is effective, and who should be using it?"	0	"Surgical face masks, respirators, and homemade face masks may prevent transmission of coronaviruses from infectious individuals to other individuals."	Surgical face masks could prevent transmission of human coronaviruses and influenza viruses from symptomatic individuals [7] [8] [9] 	0219a04b7d1e85ffd383292936900294410e22c2	"bb64f653c2ff6a96ddd691c3bf7a137963641951,,6bfd7a2e092c039e792bae569c8406f2a47c2759,"	2020-11-25	"Lin, Zezhou; Wang, Zheng; Zhang, Xi; Diao, Dongfeng"	Nano Res	"Superhydrophobic, photo-sterilize, and reusable mask based on graphene nanosheet-embedded carbon (GNEC) film"	;Shenzhen University	0.235120099
"13. PPE – What PPE is effective, and who should be using it?"	0	Surgical masks were associated with a significant reduction in the amount of seasonal coronavirus expressed as aerosol particles (<5 μm).	(2020) very recently observed surgical masks to decrease infectious aerosol produced by individuals with seasonal coronaviruses	dfc39cdae5551d68568656f3a0fbec7a657bd81d	","	2020-04-21	"Eikenberry, Steffen E.; Mancuso, Marina; Iboi, Enahoro; Phan, Tin; Eikenberry, Keenan; Kuang, Yang; Kostelich, Eric; Gumel, Abba B."	Infect Dis Model	To mask or not to mask: Modeling the potential for face mask use by the general public to curtail the COVID-19 pandemic	;Arizona State University	0.203011779
"13. PPE – What PPE is effective, and who should be using it?"	0	Surgical masks were associated with a significant reduction in the amount of seasonal coronavirus expressed as aerosol particles (<5 μm).	(2020) very recently observed surgical masks to decrease infectious aerosol produced by individuals with seasonal coronaviruses	dfc39cdae5551d68568656f3a0fbec7a657bd81d	","	2020-04-21	"Eikenberry, Steffen E.; Mancuso, Marina; Iboi, Enahoro; Phan, Tin; Eikenberry, Keenan; Kuang, Yang; Kostelich, Eric; Gumel, Abba B."	Infect Dis Model	To mask or not to mask: Modeling the potential for face mask use by the general public to curtail the COVID-19 pandemic	;Arizona State University	0.203011779
"13. PPE – What PPE is effective, and who should be using it?"	0	Surgical masks were associated with a significant reduction in the amount of seasonal coronavirus expressed as aerosol particles (<5 μm).	[42] very recently observed surgical masks to decrease infectious aerosol produced by individuals with seasonal coronaviruses	d843c7173358c9cff118fbaf8f889677a08d6cfd	","	2020-04-21	"Eikenberry, Steffen E.; Mancuso, Marina; Iboi, Enahoro; Phan, Tin; Eikenberry, Keenan; Kuang, Yang; Kostelich, Eric; Gumel, Abba B."	Infect Dis Model	To mask or not to mask: Modeling the potential for face mask use by the general public to curtail the COVID-19 pandemic	;Arizona State University	0.213701371
"13. PPE – What PPE is effective, and who should be using it?"	0	Surgical masks were associated with a significant reduction in the amount of seasonal coronavirus expressed as aerosol particles (<5 μm).	[42] very recently observed surgical masks to decrease infectious aerosol produced by individuals with seasonal coronaviruses	d843c7173358c9cff118fbaf8f889677a08d6cfd	","	2020-04-21	"Eikenberry, Steffen E.; Mancuso, Marina; Iboi, Enahoro; Phan, Tin; Eikenberry, Keenan; Kuang, Yang; Kostelich, Eric; Gumel, Abba B."	Infect Dis Model	To mask or not to mask: Modeling the potential for face mask use by the general public to curtail the COVID-19 pandemic	;Arizona State University	0.213701411
"13. PPE – What PPE is effective, and who should be using it?"	0	Surgical masks were associated with a significant reduction in the amount of seasonal coronavirus expressed as aerosol particles (<5 μm).	Surgical masks are designed to block large particles and they are ineffective in blocking small aerosol particles (< 5 µm) to reduce the risk of CoViD-19 contagion (42) 	7ec373ff30b1fc7528db6884fc1863edf62af35f	","	2020-05-13	"Galloro, Giuseppe; Pisani, Antonio; Zagari, Rocco Maurizio; Lamazza, Antonietta; Cengia, Gianpaolo; Ciliberto, Enrico; Conigliaro, Rita L.; Carrara, Paola Da Massa; Germanà, Bastianello; Pasquale, Luigi"	Dig Liver Dis	SAFETY IN DIGESTIVE ENDOSCOPY PROCEDURES IN THE COVID ERA RECOMMENDATIONS IN PROGRES OF THE ITALIAN SOCIETY OF DIGESTIVE ENDOSCOPY	;Gastroenterology Unit. S. Martino Hospital of Belluno. Viale Europa	0.222289212
"13. PPE – What PPE is effective, and who should be using it?"	0	Homemade masks reduce overall flow from breathing and coughing (63-86% reduction) but also generate leakage jets facing downward and backward from the wearer’s face.	"4d , which shows that the homemade masks in general yielded more particles in total for coughing, and had mixed efficacy in reducing particle emissions for breathing and talking"	3c8cf9cccfec6047e6e07be05e904ace1a15e3c7	"c617cc72b4c9b85b426a07c5004c15910f4a2cb0,"	2020-09-24	"Asadi, Sima; Cappa, Christopher D.; Barreda, Santiago; Wexler, Anthony S.; Bouvier, Nicole M.; Ristenpart, William D."	Sci Rep	Efficacy of masks and face coverings in controlling outward aerosol particle emission from expiratory activities	;University of California Davis	0.157379504
"13. PPE – What PPE is effective, and who should be using it?"	0	Homemade masks reduce overall flow from breathing and coughing (63-86% reduction) but also generate leakage jets facing downward and backward from the wearer’s face.	"8 Homemade masks made of cotton also have significantly reduced droplet and particle transmission when coughing, but their efficiency is only one third of surgical masks"	7116de7e62b3d49c2d2da9dc717f27d4e2f67346	"c617cc72b4c9b85b426a07c5004c15910f4a2cb0,"	2020-05-12	"Kim, Mi-Na"	J Korean Med Sci	What Type of Face Mask Is Appropriate for Everyone-Mask-Wearing Policy amidst COVID-19 Pandemic?		0.235824132
"13. PPE – What PPE is effective, and who should be using it?"	0	Homemade masks reduce overall flow from breathing and coughing (63-86% reduction) but also generate leakage jets facing downward and backward from the wearer’s face.	"Studies have confirmed the effectiveness of homemade cloth face masks, which likely have two or three layers, in reducing droplets from coughing and sneezing (Aydin et al., 2020; Konda et al., 2020) "	21ba65e002135202dfac6f9dc740bc2f9b4f5451	"c617cc72b4c9b85b426a07c5004c15910f4a2cb0,"	2020-10-20	"Shruti, V.C.; Pérez-Guevara, Fermín; Elizalde-Martínez, I.; Kutralam-Muniasamy, Gurusamy"	Mar Pollut Bull	Reusable masks for COVID-19: A missing piece of the microplastic problem during the global health crisis		0.238224018
"13. PPE – What PPE is effective, and who should be using it?"	-2	Homemade masks reduce overall flow from breathing and coughing (63-86% reduction) but also generate leakage jets facing downward and backward from the wearer’s face.	 We examined the ability of fabrics which might be used to create homemade face masks to filter out ultrafine (0.02 μm -0.1μm) particles at the velocity of adult human coughing	360bd1a9f075b38e25f35b95b0328fefdbee76dc	"c617cc72b4c9b85b426a07c5004c15910f4a2cb0,"	2020-09-22	"O'Kelly, Eugenia; Pirog, Sophia; Ward, James; Clarkson, P John"	BMJ Open	Ability of fabric face mask materials to filter ultrafine particles at coughing velocity	;University of Cambridge -Cambridge	0.273043779
"13. PPE – What PPE is effective, and who should be using it?"	-2	Homemade masks reduce overall flow from breathing and coughing (63-86% reduction) but also generate leakage jets facing downward and backward from the wearer’s face.	"This study has received criticism for several aspects; the masks are designed to prevent the spread of the virus when an individual is singing, coughing, speaking, sneezing or breathing"	dfca386db740f88a1add85e1719681f1eec08c6b	"c617cc72b4c9b85b426a07c5004c15910f4a2cb0,"	2020-07-29	"O’Dowd, Kris; Nair, Keerthi M.; Forouzandeh, Parnia; Mathew, Snehamol; Grant, Jamie; Moran, Ruth; Bartlett, John; Bird, Jerry; Pillai, Suresh C."	Materials (Basel)	"Face Masks and Respirators in the Fight Against the COVID-19 Pandemic: A Review of Current Materials, Advances and Future Perspectives"	Nanotechnology and Bio-Engineering Research Group;Institute of Technology Sligo	0.287870156
"13. PPE – What PPE is effective, and who should be using it?"	0	"Some non-standard materials (e.g., cotton, cotton hybrids) may be able to filter out >90% of simulant particles >0.3μm, while other materials (e.g., T-shirt, vacuum cleaner bag, towels) appear to have lower filtration efficacy (~35-62%)."	"Fortunately, most masks can filter out droplets of this size: many materials have ≥ 96% filtration efficacy for particles > 0.3 µm, including 600 TPI (threads per inch) cotton, cotton quilts, and cotton layered with chiffon, silk, or flannel [6] , [7] "	00885e00f71d2bc50bcfe1fe31a5609ee79d3d15	",b5e7a5a87209f8768284707adb2e2d73b2cd8c2e,"	2020-08-21	"Masna, Naren Vikram Raj; Kalavakonda, Rohan Reddy; Dizon, Reiner; Bhuniaroy, Anamika; Mandal, Soumyajit; Bhunia, Swarup"		The Smart Mask: Active Closed-Loop Protection against Airborne Pathogens	;University of Florida	0.247563187
"13. PPE – What PPE is effective, and who should be using it?"	0	"Some non-standard materials (e.g., cotton, cotton hybrids) may be able to filter out >90% of simulant particles >0.3μm, while other materials (e.g., T-shirt, vacuum cleaner bag, towels) appear to have lower filtration efficacy (~35-62%)."	"When inserted into a 2-layer cotton mask, all filter materials exhibited a significant drop in filtration efficiency compared to the measured base filtration efficiency"	f340efa26d8f35c9de537e4cf27ded2c90ec4171	",b5e7a5a87209f8768284707adb2e2d73b2cd8c2e,"	2020-09-28	"Hill, W. Cary; Hull, Matthew S.; MacCuspie, Robert I."	Nano Lett	Testing of Commercial Masks and Respirators and Cotton Mask Insert Materials using SARS-CoV-2 Virion-Sized Particulates: Comparison of Ideal Aerosol Filtration Efficiency versus Fitted Filtration Efficiency		0.324813882
"13. PPE – What PPE is effective, and who should be using it?"	0	"Some non-standard materials (e.g., cotton, cotton hybrids) may be able to filter out >90% of simulant particles >0.3μm, while other materials (e.g., T-shirt, vacuum cleaner bag, towels) appear to have lower filtration efficacy (~35-62%)."	"Another study 2 noted that SM had maximum filtration efficiency (ability of a respirator filter to prevent the passage of aerosol particles) of 89.5% for viral-sized particles and CFC of various fabrics (100% cotton tee-shirt, scarf, tea towel, pillow case, cotton/polyester mix, linen, silk) had efficiencies of 48.8-70.2%"	f4c402ed3778fc2c7d55f206ee01751bb2f17e22	",b5e7a5a87209f8768284707adb2e2d73b2cd8c2e,"	2020-09-14	"Roberge, Raymond J.; Roberge, Marc R."	Disaster medicine and public health preparedness	Cloth Face Coverings for Use as Facemasks During the Coronavirus (SARS-CoV-2) Pandemic: What Science and Experience Have Taught Us		0.331238854
"13. PPE – What PPE is effective, and who should be using it?"	0	"Some non-standard materials (e.g., cotton, cotton hybrids) may be able to filter out >90% of simulant particles >0.3μm, while other materials (e.g., T-shirt, vacuum cleaner bag, towels) appear to have lower filtration efficacy (~35-62%)."	"The results from this study contributed to understand the efficiencies for alternative materials for home-made masks and showed that widely available materials such as cotton and chiffon displayed filtering efficiencies above 95%, for larger, but not for smaller particles"	f86a8dcd5ac6d666718af1a1a19e6219c9b00481	",b5e7a5a87209f8768284707adb2e2d73b2cd8c2e,"	2020-07-21	"Oude Vrielink, Timo J. C.; Meijer, Johanna H."	PLoS One	Using surgical wrapping material for the fabrication of respirator masks	;Leiden University Medical Centre	0.353579031
"13. PPE – What PPE is effective, and who should be using it?"	0	"Some non-standard materials (e.g., cotton, cotton hybrids) may be able to filter out >90% of simulant particles >0.3μm, while other materials (e.g., T-shirt, vacuum cleaner bag, towels) appear to have lower filtration efficacy (~35-62%)."	"This was clarified in a study that assessed the filtration efficiency of common household material like cotton T-shirt, scarf, tea towel, pillow case, surgical mask, cotton mix, linen, silk etc"	f2c977ff255ac30824e8722de337c0b18422cacc	",b5e7a5a87209f8768284707adb2e2d73b2cd8c2e,"	2020-10-28	"Gupta, Manish; Singh, Anshul; Gupta, Monica"	Indian J Otolaryngol Head Neck Surg	An Otorhinolaryngologists Perspective on Using Face Masks by Health Care Professionals Based on an Online Survey		0.357771015
"13. PPE – What PPE is effective, and who should be using it?"	-2	"Of 42 homemade materials tested, the three with the greatest filtration efficiencies were layered cotton with raised visible fibers."	"Thus, assessment of filtration efficiencies of suitable fabrics such as cotton or cloth, the choice of nanomaterials-embedded membranes is essential if the targeted application concerns SARS-CoV-2 aerosolized at varying 10 nm to 10 μm particulates sizes"	5234fa75d99f8cced1284034271caa6a35c32e63	","	2020-10-27	"Kaushik, Ajeet Kumar; Dhau, Jaspreet Singh; Gohel, Hardik; Mishra, Yogendra Kumar; Kateb, Babak; Kim, Nam-Young; Goswami, Dharendra Yogi"	ACS Appl Bio Mater	Electrochemical SARS-CoV-2 Sensing at Point-of-Care and Artificial Intelligence for Intelligent COVID-19 Management		0.296737178
"13. PPE – What PPE is effective, and who should be using it?"	0	"Of 42 homemade materials tested, the three with the greatest filtration efficiencies were layered cotton with raised visible fibers."	The results plotted in Figure 3a are the filtration efficiencies for cotton (the most common material used in cloth masks) with different thread counts (rated in threads per inchTPI and representative of the coarseness or fineness of the fabric)	b5e7a5a87209f8768284707adb2e2d73b2cd8c2e	","	2020-04-24	"Konda, Abhiteja; Prakash, Abhinav; Moss, Gregory A.; Schmoldt, Michael; Grant, Gregory D.; Guha, Supratik"	ACS Nano	Aerosol Filtration Efficiency of Common Fabrics Used in Respiratory Cloth Masks		0.326876817
"13. PPE – What PPE is effective, and who should be using it?"	-1	"Of 42 homemade materials tested, the three with the greatest filtration efficiencies were layered cotton with raised visible fibers."	"studied the aerosol filtration efficiencies (Figure 13 ) of common fabrics including cotton, silk, chiffon, flannel, several synthetics, and their combinations [37] "	dfca386db740f88a1add85e1719681f1eec08c6b	","	2020-07-29	"O’Dowd, Kris; Nair, Keerthi M.; Forouzandeh, Parnia; Mathew, Snehamol; Grant, Jamie; Moran, Ruth; Bartlett, John; Bird, Jerry; Pillai, Suresh C."	Materials (Basel)	"Face Masks and Respirators in the Fight Against the COVID-19 Pandemic: A Review of Current Materials, Advances and Future Perspectives"	Nanotechnology and Bio-Engineering Research Group;Institute of Technology Sligo	0.344215316
"13. PPE – What PPE is effective, and who should be using it?"	-2	"Of 42 homemade materials tested, the three with the greatest filtration efficiencies were layered cotton with raised visible fibers."	"The authors of that study used simulated lab experiments to compare the filtration efficiencies of various materials, such as cotton T-shirt, linen, silk, scarf against a standard surgical mask, using 2 test organisms, namely Bacillus atrophaeus (diameter: 0.95 -1.25 µm) and bacteriophage MS2 (diameter: 23 nm)"	736d7a7b068a05e32718bba7f079cb81e6b7278e	","	2020-08-11	"Beesoon, Sanjay; Behary, Nemeshwaree; Perwuelz, Anne"	Prev Med	Universal masking during COVID-19 pandemic: Can textile engineering help public health? Narrative review of the evidence	;ENSAIT-GEMTEX	0.34985679
"13. PPE – What PPE is effective, and who should be using it?"	0	"Of 42 homemade materials tested, the three with the greatest filtration efficiencies were layered cotton with raised visible fibers."	"In addition, fabric with tighter weaves and low porosity, such as cotton sheets with a high thread count, has resulted in better filtration efficiencies"	8e43ecf466135a2cb46f4dc3a8b7c41e56e2ba0a	","	2020-11-01	"Kumar, Sanjay; Lee, Heow Pueh"	Phys Fluids (1994)	The perspective of fluid flow behavior of respiratory droplets and aerosols through the facemasks in context of SARS-CoV-2	;National University of Singapore	0.356026717
"13. PPE – What PPE is effective, and who should be using it?"	0	"Neck fleeces commonly worn by runners may increase the frequency of small aerosol particles, compared to wearing no mask at all."	"We attribute this increase to the neck fleece dispersing larger droplets into several smaller droplets, therefore increasing the droplet count"	1a356644ef0638f8285529f159105aca59e73f15	"1a356644ef0638f8285529f159105aca59e73f15,"	2020-06-22	"Fischer, E. P.; Fischer, M. C.; Grass, D.; Henrion, I.; Warren, W. S.; Westman, E."		Low-cost measurement of facemask efficacy for filtering expelled droplets during speech	;Duke University School of Medicine	0.525315128
"13. PPE – What PPE is effective, and who should be using it?"	-2	"Neck fleeces commonly worn by runners may increase the frequency of small aerosol particles, compared to wearing no mask at all."	"Wearing a double-layer cotton t-shirt (U-DL-T) mask had no statistically significant effect on the particle emission rate, with comparable median and range to that observed with no mask"	3c8cf9cccfec6047e6e07be05e904ace1a15e3c7	"1a356644ef0638f8285529f159105aca59e73f15,"	2020-09-24	"Asadi, Sima; Cappa, Christopher D.; Barreda, Santiago; Wexler, Anthony S.; Bouvier, Nicole M.; Ristenpart, William D."	Sci Rep	Efficacy of masks and face coverings in controlling outward aerosol particle emission from expiratory activities	;University of California Davis	0.528559155
"13. PPE – What PPE is effective, and who should be using it?"	-2	"Neck fleeces commonly worn by runners may increase the frequency of small aerosol particles, compared to wearing no mask at all."	"18 A small study published recently showed no significant differences in either oxygen or carbon dioxide saturation in exercising men when surgical or FFR masks were worn compared to no masks, though it did suggest greater respiratory effort and a possible effect on performance with FFRs"	c204db6da82c7bb90a7e2bb204125f1bde97ba1c	"1a356644ef0638f8285529f159105aca59e73f15,"	2020-09-17	"Greenhalgh, Trisha; Dijkstra, Paul; Jones, Nicholas; Bowley, Jonathan"	Med Hypotheses	Exercising and face masks: an important hypothesis buried in a selective review		0.529620789
"13. PPE – What PPE is effective, and who should be using it?"	-1	"Neck fleeces commonly worn by runners may increase the frequency of small aerosol particles, compared to wearing no mask at all."	"Surprisingly, wearing an unwashed single layer t-shirt (U-SL-T) mask while breathing yielded a significant increase in measured particle emission rates compared to no mask, increasing to a median of 0.61 particles/s"	3c8cf9cccfec6047e6e07be05e904ace1a15e3c7	"1a356644ef0638f8285529f159105aca59e73f15,"	2020-09-24	"Asadi, Sima; Cappa, Christopher D.; Barreda, Santiago; Wexler, Anthony S.; Bouvier, Nicole M.; Ristenpart, William D."	Sci Rep	Efficacy of masks and face coverings in controlling outward aerosol particle emission from expiratory activities	;University of California Davis	0.547089677
"13. PPE – What PPE is effective, and who should be using it?"	-2	"Neck fleeces commonly worn by runners may increase the frequency of small aerosol particles, compared to wearing no mask at all."	"Regardless of the mask www.nature.com/scientificreports/ type, wearing masks while breathing significantly increased this fraction of particles in the smallest size range (e.g., to as high as 60% for KN95 respirator), shifting the geometric mean diameter toward smaller sizes"	3c8cf9cccfec6047e6e07be05e904ace1a15e3c7	"1a356644ef0638f8285529f159105aca59e73f15,"	2020-09-24	"Asadi, Sima; Cappa, Christopher D.; Barreda, Santiago; Wexler, Anthony S.; Bouvier, Nicole M.; Ristenpart, William D."	Sci Rep	Efficacy of masks and face coverings in controlling outward aerosol particle emission from expiratory activities	;University of California Davis	0.559609683
"13. PPE – What PPE is effective, and who should be using it?"	0	"Cotton T-shirt masks appear ineffective at reducing emitted particles when individuals talk, breathe, sneeze, or cough, with those made of single layers increasing emitted particles during these activities."	"Surprisingly, wearing an unwashed single layer t-shirt (U-SL-T) mask while breathing yielded a significant increase in measured particle emission rates compared to no mask, increasing to a median of 0.61 particles/s"	3c8cf9cccfec6047e6e07be05e904ace1a15e3c7	"3c8cf9cccfec6047e6e07be05e904ace1a15e3c7,"	2020-09-24	"Asadi, Sima; Cappa, Christopher D.; Barreda, Santiago; Wexler, Anthony S.; Bouvier, Nicole M.; Ristenpart, William D."	Sci Rep	Efficacy of masks and face coverings in controlling outward aerosol particle emission from expiratory activities	;University of California Davis	0.323336145
"13. PPE – What PPE is effective, and who should be using it?"	0	"Cotton T-shirt masks appear ineffective at reducing emitted particles when individuals talk, breathe, sneeze, or cough, with those made of single layers increasing emitted particles during these activities."	"While none of these materials produced filtration efficiency close to respirators such as N95s, cotton cloth facemasks were found to provide about half the protection of standard surgical masks against airborne particles (van der Sande et al"	e4527ad437fb35d83fb09b466d765d45392aa915	"3c8cf9cccfec6047e6e07be05e904ace1a15e3c7,"	2020-04-22	"Mueller, A. V.; Fernandez, L. A."		Assessment of Fabric Masks as Alternatives to Standard Surgical Masks in Terms of Particle Filtration Efficiency	;Northeastern University	0.33169789
"13. PPE – What PPE is effective, and who should be using it?"	0	"Cotton T-shirt masks appear ineffective at reducing emitted particles when individuals talk, breathe, sneeze, or cough, with those made of single layers increasing emitted particles during these activities."	"While the material efficiency of the cotton masks was not determined here, we note that the use of the double-layer cotton masks reduced the emission of larger particles (both on a normalized and absolute basis), indicating some reasonable efficacy towards reduction of the expiratory particle emission"	3c8cf9cccfec6047e6e07be05e904ace1a15e3c7	"3c8cf9cccfec6047e6e07be05e904ace1a15e3c7,"	2020-09-24	"Asadi, Sima; Cappa, Christopher D.; Barreda, Santiago; Wexler, Anthony S.; Bouvier, Nicole M.; Ristenpart, William D."	Sci Rep	Efficacy of masks and face coverings in controlling outward aerosol particle emission from expiratory activities	;University of California Davis	0.336081124
"13. PPE – What PPE is effective, and who should be using it?"	0	"Cotton T-shirt masks appear ineffective at reducing emitted particles when individuals talk, breathe, sneeze, or cough, with those made of single layers increasing emitted particles during these activities."	"Our work also raises questions about whether homemade masks using other fabrics, such as polyester, might be more efficient than cotton in terms of blocking expiratory particles while minimizing shedding of fabric particulates, and whether repeated washings might affect homemade masks"	3c8cf9cccfec6047e6e07be05e904ace1a15e3c7	"3c8cf9cccfec6047e6e07be05e904ace1a15e3c7,"	2020-09-24	"Asadi, Sima; Cappa, Christopher D.; Barreda, Santiago; Wexler, Anthony S.; Bouvier, Nicole M.; Ristenpart, William D."	Sci Rep	Efficacy of masks and face coverings in controlling outward aerosol particle emission from expiratory activities	;University of California Davis	0.340324298
"13. PPE – What PPE is effective, and who should be using it?"	0	"Cotton T-shirt masks appear ineffective at reducing emitted particles when individuals talk, breathe, sneeze, or cough, with those made of single layers increasing emitted particles during these activities."	"In comparison, the 100% cotton t-shirt had a 69% mean filtration efficiency for the 1 µm particles and 51% for the 23 nm particles"	0c99610c42fb7d7aafd7d5b79ee667fa48739b54	"3c8cf9cccfec6047e6e07be05e904ace1a15e3c7,"	2020-05-21	"Lustig, Steven R.; Biswakarma, John J. H.; Rana, Devyesh; Tilford, Susan H.; Hu, Weike; Su, Ming; Rosenblatt, Michael S."	ACS Nano	Effectiveness of Common Fabrics to Block Aqueous Aerosols of Virus-like Nanoparticles	;Northeastern University	0.345642615
"13. PPE – What PPE is effective, and who should be using it?"	-2	"Smaller aerosol particles (e.g., <0.1μm) are more difficult to filter for most respirators and face masks."	"Figure 2c demonstrates that aerosol particles have average diameters between 2 and 5 μm, and the maximum diameters are generally smaller than 10 μm, indicative of their strong ability to penetrate into the human respiratory system"	c5a77f237f649b2cf09a2f8095cd2ba89ddb3a9d	","	2020-09-10	"Zhao, Lei; Qi, Yuhang; Luzzatto-Fegiz, Paolo; Cui, Yi; Zhu, Yangying"	Nano Lett	COVID-19: Effects of Environmental Conditions on the Propagation of Respiratory Droplets	;University of California Santa Barbara	0.245654699
"13. PPE – What PPE is effective, and who should be using it?"	-2	"Smaller aerosol particles (e.g., <0.1μm) are more difficult to filter for most respirators and face masks."	"Figure 3(c) demonstrates that aerosol particles have average diameters between 2-5 μm, and the maximum diameters are generally smaller than 10 μm, indicative of their strong ability to penetrate into the human respiratory system"	0d11705a07ab7028753be9f85fc714007e2ee841	","	2020-05-25	"Zhao, L.; Qi, Y.; Luzzatto-Fegiz, P.; Cui, Y.; Zhu, Y."		COVID-19: Effects of weather conditions on the propagation of respiratory droplets	;University of California Santa Barbara	0.252657712
"13. PPE – What PPE is effective, and who should be using it?"	-1	"Smaller aerosol particles (e.g., <0.1μm) are more difficult to filter for most respirators and face masks."	"Smaller aerosol particles may be of concern because they may stay buoyant for longer, travel further and be able to penetrate further into the respiratory tract when inhaled"	90f60c06fcabfa2344c868de8af2603001a2cb4e	","	2020-06-22	"Smither, Sophie J.; Eastaugh, Lin S.; Findlay, James S.; Lever, Mark S."	Emerging microbes & infections	Experimental aerosol survival of SARS-CoV-2 in artificial saliva and tissue culture media at medium and high humidity		0.275488618
"13. PPE – What PPE is effective, and who should be using it?"	-1	"Smaller aerosol particles (e.g., <0.1μm) are more difficult to filter for most respirators and face masks."	"The filter modelled here has a surface area of 40 × 40 cm 2 , but we expect a filter with a smaller surface area would exhibit a larger change in filtration efficiency when the ambient temperature is changed, as it would provide a smaller target for aerosol particles and would therefore require stronger directional flow to transport them into the filter"	ee4603a0ec3a9de24b19343b43ac60385e51e9af	","	2020-12-24	"Abraham, A.; He, R.; Shao, S.; Kumar, S. S.; Wang, C.; Guo, B.; Trifonov, M.; Grazzini Placucci, R.; Willis, M.; Hong, J."		Risk Assessment and Mitigation of Airborne Disease Transmission in Orchestral Wind Instrument Performance	;University of Minnesota	0.28571443
"13. PPE – What PPE is effective, and who should be using it?"	0	"Smaller aerosol particles (e.g., <0.1μm) are more difficult to filter for most respirators and face masks."	"Also, smaller aerosol particles have a greater tendency to be inhaled"	e382957059e6c2f2cf2f2c156e0e75daf583da63	","	2020-10-06	"Mohapatra, Sanjeeb; Menon, N. Gayathri; Mohapatra, Gayatree; Pisharody, Lakshmi; Pattnaik, Aryamav; Menon, N. Gowri; Bhukya, Prudhvi Lal; Srivastava, Manjita; Singh, Meenakshi; Barman, Muneesh Kumar; Gin, Karina Yew-Hoong; Mukherji, Suparna"	Sci Total Environ	"The Novel SARS-CoV-2 Pandemic: Possible Environmental Transmission, Detection, Persistence and Fate during Wastewater and Water Treatment"	;Indian Institute of Technology Bombay	0.292478298
