sentence,paperID,date,journal,affiliation,question,
"It is estimated that at least 1,000 viral particles per 25 cm2 are needed to detect SARS-CoV-2 RNA on surfaces.",31d0723c99dd951579a1a728d153f4b8bcf6fc73,10/6/20,mSystems,,11. Environmental Stability – How long does the agent live in the environment?,
"In the absence of sunlight, infectious SARS-CoV-2 can remain on non-porous (e.g., glass, vinyl) surfaces for at least 28 days at 20°C and 50% RH; higher temperatures greatly reduce the environmental stability of SARS-CoV-2.",0794f0493f91e28173db35c7d2a981d035944dcd,10/7/20,Virol J,,11. Environmental Stability – How long does the agent live in the environment?,
"This value is longer than other stability estimates, potentially due to a fluid matrix with more protein to simulate human respiratory fluid and a higher inoculation dose.",0794f0493f91e28173db35c7d2a981d035944dcd,10/7/20,Virol J,,11. Environmental Stability – How long does the agent live in the environment?,
"This value is longer than other stability estimates, potentially due to a fluid matrix with more protein to simulate human respiratory fluid and a higher inoculation dose.",0794f0493f91e28173db35c7d2a981d035944dcd,10/7/20,Virol J,,11. Environmental Stability – How long does the agent live in the environment?,
"This value is longer than other stability estimates, potentially due to a fluid matrix with more protein to simulate human respiratory fluid and a higher inoculation dose.",705ffac6a353567613f501fbe0a987a7639d4cb5,3/17/20,N Engl J Med,,11. Environmental Stability – How long does the agent live in the environment?,
"This value is longer than other stability estimates, potentially due to a fluid matrix with more protein to simulate human respiratory fluid and a higher inoculation dose.",80e3df981027499564370e77556e5044f16909c0,3/17/20,N Engl J Med,,11. Environmental Stability – How long does the agent live in the environment?,
"This value is longer than other stability estimates, potentially due to a fluid matrix with more protein to simulate human respiratory fluid and a higher inoculation dose.",c291be92616cec747739620fa69d87d7175901dd,3/17/20,N Engl J Med,,11. Environmental Stability – How long does the agent live in the environment?,
"In simulated saliva on stainless steel surfaces, SARS-CoV-2 shows negligible decay over 60 minutes in darkness, but loses 90% of infectivity every 6.8-12.8 minutes, depending on simulated UVB radiation.",8cfb2decee78db34fd629dc10ecc2c8bf36b204b,5/20/20,J Infect Dis,,11. Environmental Stability – How long does the agent live in the environment?,
"In simulated saliva on stainless steel surfaces, SARS-CoV-2 shows negligible decay over 60 minutes in darkness, but loses 90% of infectivity every 6.8-12.8 minutes, depending on simulated UVB radiation.",8aad1bf77beb20ecb562949c0abee5bae208da21,5/20/20,J Infect Dis,,11. Environmental Stability – How long does the agent live in the environment?,
"It does not appear that pollen or air particulates are carriers of SARS-CoV-2, despite some country-level associations.",dee06e732656991cbc4d7348550e7fa87ddf0e95,10/13/20,Sci Total Environ,,11. Environmental Stability – How long does the agent live in the environment?,
"It does not appear that pollen or air particulates are carriers of SARS-CoV-2, despite some country-level associations.",dee06e732656991cbc4d7348550e7fa87ddf0e95,10/13/20,Sci Total Environ,,11. Environmental Stability – How long does the agent live in the environment?,
"Due to the effects of evaporation, modeling suggests that hot, dry conditions increase the aerosol risk of SARS-CoV-2, though cold, humid conditions facilitate transmission by droplet spread.",c5a77f237f649b2cf09a2f8095cd2ba89ddb3a9d,9/10/20,Nano Lett,,11. Environmental Stability – How long does the agent live in the environment?,
"Due to the effects of evaporation, modeling suggests that hot, dry conditions increase the aerosol risk of SARS-CoV-2, though cold, humid conditions facilitate transmission by droplet spread.",73570d5669cb62259c1a9f615196ec4700047e70,9/10/20,Nano Lett,,11. Environmental Stability – How long does the agent live in the environment?,
"Experimental studies using SARS-CoV-2 aerosols (1.78-1.96 μm mass median aerodynamic diameter in artificial saliva matrix) found that simulated sunlight rapidly inactivates the virus, with 90% reductions in infectious concentration after 6 minutes in high-intensity sunlight (similar to mid-June) and 19 minutes in low-intensity sunlight (similar to early March or October).",9f0f37608fa07be85c0da57fc3dc1357b894f41c,6/11/20,J Infect Dis,,11. Environmental Stability – How long does the agent live in the environment?,
"In dark conditions, the half-life of aerosolized SARS-CoV-2 is approximately 86 minutes in simulated saliva matrix.",9f0f37608fa07be85c0da57fc3dc1357b894f41c,6/11/20,J Infect Dis,,11. Environmental Stability – How long does the agent live in the environment?,
Humidity alone had no significant impact on aerosolized virus survival.,9f0f37608fa07be85c0da57fc3dc1357b894f41c,6/11/20,J Infect Dis,,11. Environmental Stability – How long does the agent live in the environment?,
"SARS-CoV-2 was shown to have an aerosol half-life of 2.7 hours (without sunlight, particles <5 μm, tested at 21-23°C and 65% RH),673 retaining infectivity for up to 16 hours in appropriate conditions (23°C, 53% RH, no sunlight).",2a2d7e9ed42b8030c5f703b59395a97f0900fbaf,9/4/20,Emerg Infect Dis,,11. Environmental Stability – How long does the agent live in the environment?,
"SARS-CoV-2 was shown to have an aerosol half-life of 2.7 hours (without sunlight, particles <5 μm, tested at 21-23°C and 65% RH),673 retaining infectivity for up to 16 hours in appropriate conditions (23°C, 53% RH, no sunlight).",3fc03c10250a7bd271ab4d7ae5bdf2ab9314b1ea,9/4/20,Emerg Infect Dis,,11. Environmental Stability – How long does the agent live in the environment?,
RNA in clinical samples collected in viral transport medium is stable at 18-25°C or 2-8°C for up to 21 days without impacting real-time RT-PCR results.,5525d4b4b4fa136aff5109f7dc24183444929847,5/20/20,,,11. Environmental Stability – How long does the agent live in the environment?,
"There is no documented evidence that food, food packaging, or food handling is a significant source of COVID-19 infections, though several outbreaks have a hypothesized food origin.",a5a89ce3dcb0f0672d26095091a85dd44162afaa,10/1/20,Environ Chem Lett,,11. Environmental Stability – How long does the agent live in the environment?,
SARS-CoV-2 maintains infectivity for at least 21 days when inoculated on frozen foods and stored below -20°C.,613a06432b22275098adf4be248282a957e4cd94,8/18/20,bioRxiv,,11. Environmental Stability – How long does the agent live in the environment?,
Alcohol-based hand rubs are effective at inactivating SARS-CoV-2.,2e466d708d6c89fea241b1c8f0b415860f8cfd77,3/17/20,bioRxiv,,12. Decontamination – What are effective methods to kill the agent in the environment?,
"Regular disinfection of hospital rooms (with benzalkonium wipes) can reduce the presence of SARS-CoV-2 on surfaces, though contamination is widespread without regular cleaning.",f3be7f07b5d2e63139408e41a038a955a3263f10,9/8/20,J Korean Med Sci,,12. Decontamination – What are effective methods to kill the agent in the environment?,
Efforts are ongoing to create paint-on surfaces or other surface coatings190 that can rapidly inactivate SARS-CoV-2.,ef1ea9fda05449d80a5e51848b9aee34c980430d,7/13/20,ACS Appl Mater Interfaces,,12. Decontamination – What are effective methods to kill the agent in the environment?,
Efforts are ongoing to create paint-on surfaces or other surface coatings190 that can rapidly inactivate SARS-CoV-2.,cf66d2d2a04b9cf4295347a3ce4d16afd682faa9,7/13/20,ACS Appl Mater Interfaces,,12. Decontamination – What are effective methods to kill the agent in the environment?,
"In tests with a surrogate virus (Phi6 phage), a modified version of the Joint Biological Agent Decontamination System (JBADS) was effective at decontaminating military aircraft in approximately three hours using high heat and humidity; Phi6, however, may be less stable than SARS-CoV-2 on surfaces, and therefore may not be the best surrogate.",6fd40cdbe944cb3facaacae3b2cfb62aa00812d9,8/18/20,Appl Environ Microbiol,,12. Decontamination – What are effective methods to kill the agent in the environment?,
"Aquila Bioscience has developed a spray decontamination technique to pair with its existing alcohol- and chemical-free wipe; these products may be used to capture SARS-CoV-2 on skin, surfaces, and washable masks via high-affinity binding.",6fd40cdbe944cb3facaacae3b2cfb62aa00812d9,8/18/20,Appl Environ Microbiol,,12. Decontamination – What are effective methods to kill the agent in the environment?,
"Masks with laser-induced graphene have previously shown antibacterial properties, and may facilitate mask decontamination, particularly when masks are exposed to sunlight.",6fd40cdbe944cb3facaacae3b2cfb62aa00812d9,8/18/20,Appl Environ Microbiol,,12. Decontamination – What are effective methods to kill the agent in the environment?,
"Masks with laser-induced graphene have previously shown antibacterial properties, and may facilitate mask decontamination, particularly when masks are exposed to sunlight.",6fd40cdbe944cb3facaacae3b2cfb62aa00812d9,8/18/20,Appl Environ Microbiol,,12. Decontamination – What are effective methods to kill the agent in the environment?,
"Peracetic acid dry fogging was shown to be effective at inactivating SARS-CoV-2 on stainless steel coupons, simulating whole-room fumigation.",423a1dd4db2512a1d0b88391ad16920b6f9525eb,12/6/20,bioRxiv,,12. Decontamination – What are effective methods to kill the agent in the environment?,
Several methods exist for decontaminating N95 respirators and other PPE.,4c72ab599247451b9bc90107f11aeacc33f82c3b,8/13/20,J Hosp Infect,,12. Decontamination – What are effective methods to kill the agent in the environment?,
"Researchers have identified four methods capable of decontaminating N95 respirators while maintaining physical integrity (fit factor) UV radiation, heating to 70°C, and vaporized hydrogen peroxide (VHP).",6148ad1e711e204cc026e2752eb56c33dd9bff28,4/15/20,medRxiv : the preprint server for health sciences,,12. Decontamination – What are effective methods to kill the agent in the environment?,
Ethanol (70%) decontamination of N95 respirators was associated with loss of physical integrity.,6148ad1e711e204cc026e2752eb56c33dd9bff28,4/15/20,medRxiv : the preprint server for health sciences,,12. Decontamination – What are effective methods to kill the agent in the environment?,
Dry heat and UV decontaminating N95 respirators can also be used under certain conditions.,b863a5e5972cc351f7324d6f8ea0087766479809,9/4/20,Emerg Infect Dis,,12. Decontamination – What are effective methods to kill the agent in the environment?,
Dry heat and UV decontaminating N95 respirators can also be used under certain conditions.,06722505d42eff229aaffe5ceb738863720a94d3,9/4/20,Emerg Infect Dis,,12. Decontamination – What are effective methods to kill the agent in the environment?,
"Additional methods showing efficacy against SARS-CoV-2 on respirators include pulsed xenon ultraviolet light, wet heat (using a multicooker), and methylene blue plus light.",af0d1bbc94610bebc6d4827450b764031be888cb,12/11/20,,,12. Decontamination – What are effective methods to kill the agent in the environment?,
"Additional methods showing efficacy against SARS-CoV-2 on respirators include pulsed xenon ultraviolet light, wet heat (using a multicooker), and methylene blue plus light.",af0d1bbc94610bebc6d4827450b764031be888cb,12/11/20,,,12. Decontamination – What are effective methods to kill the agent in the environment?,
"The FDA has issued an Emergency Use Authorization for a system capable of decontaminating ten N95 masks at a time using devices already present in many US hospitals, though fit failure after reuse remains a concern.",7844faa2ad31ec7adda9d8a8e490f9ee629d9f2a,8/15/20,American Journal of Infection Control,,12. Decontamination – What are effective methods to kill the agent in the environment?,
Respirator decontamination methods such as VHP appear to maintain filtration efficiency after repeated decontamination cycles.,7844faa2ad31ec7adda9d8a8e490f9ee629d9f2a,8/15/20,American Journal of Infection Control,,12. Decontamination – What are effective methods to kill the agent in the environment?,
"Researchers have developed a thermal inactivation model for SARS-CoV-2, providing estimates of infectivity reduction based on time and temperature in the environment and under decontamination strategies.",3a0953d006e8bcb5a45029ecad3aae768b5b05f2,8/10/20,Appl Phys Lett,,12. Decontamination – What are effective methods to kill the agent in the environment?,
Contacts with healthcare workers tend to transmit COVID-19 more often than other casual contacts.,3cd764b2deed9e7cfa7c5a53247803f8143cd786,7/20/20,BMC Infect Dis,,13. PPE – What PPE is effective, and who should be using it?
"Hospital-acquired infection rates fell after introduction of comprehensive infection control measures, including expanded testing and use of PPE for all patient contacts.",b344036fdacc7eb71d16fe3e2d17da072301db31,6/20/20,Clin Infect Dis,,13. PPE – What PPE is effective, and who should be using it?
Universal masking policies also reduced the rate of new healthcare worker infections.,3a4bf3df85051041ecb03203fec962c299b21e0c,8/18/20,QJM,,13. PPE – What PPE is effective, and who should be using it?
"Even among healthcare personnel reporting adequate PPE early in the pandemic (March-April), rates of infection were 3.4 times higher than the general population.",4e4671702d6c6b34ab97380cf3f0b333dbe8dda2,7/31/20,Lancet Public Health,,13. PPE – What PPE is effective, and who should be using it?
"Even among healthcare personnel reporting adequate PPE early in the pandemic (March-April), rates of infection were 3.4 times higher than the general population.",fe0db7209af5e2836959f3ba2cd347aa7e17376b,7/31/20,Lancet Public Health,,13. PPE – What PPE is effective, and who should be using it?
A study suggests that P100 respirators with removable filter cartridges have similar filtration efficiency compared to N95 respirators and could plausibly be used if N95 respirators were in short supply.,7b522466daa394bd343a72e46e982cf7ac3e65c4,5/27/20,Infection control and hospital epidemiology,,13. PPE – What PPE is effective, and who should be using it?
"Experiments with mannequins show that face masks reduce potential spread of SARS-CoV-2 when worn by an infectious individual, but also that face masks by non-infected recipients can reduce the number of inhaled particles; the protective effect was maximized when both infected and uninfected individuals (mannequins) wore masks.",d467be66541ae385a2cfaed7616ce6f2308294e8,10/21/20,mSphere,,13. PPE – What PPE is effective, and who should be using it?
Researchers have developed a lipopeptide fusion inhibitor that prevents SARS-CoV-2 transmission in ferrets given the peptide prophylactically via the intranasal route; human studies have yet to be conducted.,eaac28847351198441bf6317ad457a35e00c4e75,11/5/20,bioRxiv,,13. PPE – What PPE is effective, and who should be using it?
Researchers have developed a lipopeptide fusion inhibitor that prevents SARS-CoV-2 transmission in ferrets given the peptide prophylactically via the intranasal route; human studies have yet to be conducted.,b8534bfc19fae1d3c0d30300fbe68681aa65e9f9,11/5/20,bioRxiv,,13. PPE – What PPE is effective, and who should be using it?
Researchers have developed a lipopeptide fusion inhibitor that prevents SARS-CoV-2 transmission in ferrets given the peptide prophylactically via the intranasal route; human studies have yet to be conducted.,9fdeb0b1b2bec5625ebdbf40887436f51f37faa7,11/5/20,bioRxiv,,13. PPE – What PPE is effective, and who should be using it?
"The CDC recommends masks without exhalation vents or valves, as masks with valves can allow particles to pass through unfiltered.",3e8ccebfdd674c27a6b3231e25d9f33c85e055ec,9/1/20,Phys Fluids (1994),,13. PPE – What PPE is effective, and who should be using it?
"A meta-analysis of SARS-CoV-1, MERS, and COVID-19 transmission events found evidence that wearing face masks and eye protection were each associated with lower risk of transmission, with N95 respirators more effective than surgical masks.",ae8b0db20c9e34cc272e0dcb8d4046eabc7bd24a,6/1/20,Lancet,,13. PPE – What PPE is effective, and who should be using it?
"A meta-analysis of SARS-CoV-1, MERS, and COVID-19 transmission events found evidence that wearing face masks and eye protection were each associated with lower risk of transmission, with N95 respirators more effective than surgical masks.",369ce4fb7d8ce9b4471ff7b13f4b20ac4c704bf1,6/1/20,Lancet,,13. PPE – What PPE is effective, and who should be using it?
"In a separate meta-analysis, N95 respirators were found to be beneficial for reducing the occurrence of respiratory illness in health care professionals including influenza, though surgical masks were similarly effective for influenza.",bb64f653c2ff6a96ddd691c3bf7a137963641951,12/1/17,Clin Infect Dis,,13. PPE – What PPE is effective, and who should be using it?
N95 respirators were associated with up to 80% reductions in SARS-CoV-1 infections.,bb64f653c2ff6a96ddd691c3bf7a137963641951,12/1/17,Clin Infect Dis,,13. PPE – What PPE is effective, and who should be using it?
"Surgical face masks, respirators, and homemade face masks may prevent transmission of coronaviruses from infectious individuals to other individuals.",bb64f653c2ff6a96ddd691c3bf7a137963641951,12/1/17,Clin Infect Dis,,13. PPE – What PPE is effective, and who should be using it?
"Surgical face masks, respirators, and homemade face masks may prevent transmission of coronaviruses from infectious individuals to other individuals.",6bfd7a2e092c039e792bae569c8406f2a47c2759,7/9/08,PLoS One,,13. PPE – What PPE is effective, and who should be using it?
Homemade masks reduce overall flow from breathing and coughing (63-86% reduction) but also generate leakage jets facing downward and backward from the wearer’s face.,c617cc72b4c9b85b426a07c5004c15910f4a2cb0,5/19/20,,,13. PPE – What PPE is effective, and who should be using it?
"Some non-standard materials (e.g., cotton, cotton hybrids) may be able to filter out >90% of simulant particles >0.3μm, while other materials (e.g., T-shirt, vacuum cleaner bag, towels) appear to have lower filtration efficacy (~35-62%).",b5e7a5a87209f8768284707adb2e2d73b2cd8c2e,4/24/20,ACS Nano,,13. PPE – What PPE is effective, and who should be using it?
"Neck fleeces commonly worn by runners may increase the frequency of small aerosol particles, compared to wearing no mask at all.",1a356644ef0638f8285529f159105aca59e73f15,6/22/20,,,13. PPE – What PPE is effective, and who should be using it?
"Cotton T-shirt masks appear ineffective at reducing emitted particles when individuals talk, breathe, sneeze, or cough, with those made of single layers increasing emitted particles during these activities.",3c8cf9cccfec6047e6e07be05e904ace1a15e3c7,9/24/20,Sci Rep,,13. PPE – What PPE is effective, and who should be using it?
"New analysis of SARS-CoV-2 and related SARS-like coronaviruses suggests that SARS-CoV-2 jumped directly from bats to humans, without the influence of an intermediate 'mixing' host.",52de003f4d3caafaf2db5c2aae87adb1da712a24,3/31/20,bioRxiv,,14. Forensics – Natural vs intentional use? Tests to be used for attribution.,
Pangolin coronaviruses were shown to be more divergent and split off from bat coronaviruses earlier than SARS-CoV-2.,52de003f4d3caafaf2db5c2aae87adb1da712a24,3/31/20,bioRxiv,,14. Forensics – Natural vs intentional use? Tests to be used for attribution.,
Current sampling of pangolin viruses does not implicate them as an intermediate to human SARS-CoV-2.,52de003f4d3caafaf2db5c2aae87adb1da712a24,3/31/20,bioRxiv,,14. Forensics – Natural vs intentional use? Tests to be used for attribution.,
"Based on phylogenetic analysis, SARS-CoV-2 most likely emerged from Rhinolophus (horseshoe) bats living in China, Laos, Myanmar, Vietnam, or another Southeast Asian country, though historical recombination with pangolin coronaviruses may explain some features of the SARS-CoV-2 genome.",4c0a3ddd393bed89dd3258a1f833959b0f5b91c4,8/27/20,BMC Res Notes,,14. Forensics – Natural vs intentional use? Tests to be used for attribution.,
"Based on phylogenetic analysis, SARS-CoV-2 most likely emerged from Rhinolophus (horseshoe) bats living in China, Laos, Myanmar, Vietnam, or another Southeast Asian country, though historical recombination with pangolin coronaviruses may explain some features of the SARS-CoV-2 genome.",1aed07e91cb97122f057c806281ec18b15b3cdd0,8/25/20,Nat Commun,,14. Forensics – Natural vs intentional use? Tests to be used for attribution.,
Genomic analysis suggests that SARS-CoV-2 is a natural variant and is unlikely to be human-derived or otherwise created by “recombination” with other circulating strains of coronavirus.,1aed07e91cb97122f057c806281ec18b15b3cdd0,8/25/20,Nat Commun,,14. Forensics – Natural vs intentional use? Tests to be used for attribution.,
"Phylogenetics suggest that SARS-CoV-2 is of bat origin, but is closely related to coronaviruses found in pangolins.",3cbeb11d471dd6cebf2b65c42c00fd66a6cb5dc0,10/24/19,Viruses,,14. Forensics – Natural vs intentional use? Tests to be used for attribution.,
"Phylogenetics suggest that SARS-CoV-2 is of bat origin, but is closely related to coronaviruses found in pangolins.",3cbeb11d471dd6cebf2b65c42c00fd66a6cb5dc0,10/24/19,Viruses,,14. Forensics – Natural vs intentional use? Tests to be used for attribution.,
"The SARS-CoV-2 Spike protein, which mediates entry into host cells and is a major determinant of host range, is very similar to the SARS-CoV-1 Spike protein.",f0ab9648f2d67c98a0ed69a2ffa6fa4e57554973,2/28/20,The Lancet,,14. Forensics – Natural vs intentional use? Tests to be used for attribution.,
The rest of the genome is more closely related to two separate bat coronaviruses and coronaviruses found in pangolins.,f0ab9648f2d67c98a0ed69a2ffa6fa4e57554973,2/28/20,The Lancet,,14. Forensics – Natural vs intentional use? Tests to be used for attribution.,
The rest of the genome is more closely related to two separate bat coronaviruses and coronaviruses found in pangolins.,f0ab9648f2d67c98a0ed69a2ffa6fa4e57554973,2/28/20,The Lancet,,14. Forensics – Natural vs intentional use? Tests to be used for attribution.,
"Deletion mutants were identified at low levels in human clinical samples, suggesting that the PRRA furin cleavage site alone is not fully responsible for human infection, but does confer a fitness advantage in the human host.",f0ab9648f2d67c98a0ed69a2ffa6fa4e57554973,2/28/20,The Lancet,,14. Forensics – Natural vs intentional use? Tests to be used for attribution.,
"Some SARS-CoV-2 genomic evidence indicates a close relationship with pangolin coronaviruses, and data suggest that pangolins may be a natural host for beta-coronaviruses.",3cbeb11d471dd6cebf2b65c42c00fd66a6cb5dc0,10/24/19,Viruses,,14. Forensics – Natural vs intentional use? Tests to be used for attribution.,
"Some SARS-CoV-2 genomic evidence indicates a close relationship with pangolin coronaviruses, and data suggest that pangolins may be a natural host for beta-coronaviruses.",3cbeb11d471dd6cebf2b65c42c00fd66a6cb5dc0,10/24/19,Viruses,,14. Forensics – Natural vs intentional use? Tests to be used for attribution.,
"Some SARS-CoV-2 genomic evidence indicates a close relationship with pangolin coronaviruses, and data suggest that pangolins may be a natural host for beta-coronaviruses.",adb09e4e5c7331b2aa661b3d3bb0a643e00d11bc,2/13/20,bioRxiv,,14. Forensics – Natural vs intentional use? Tests to be used for attribution.,
"Some SARS-CoV-2 genomic evidence indicates a close relationship with pangolin coronaviruses, and data suggest that pangolins may be a natural host for beta-coronaviruses.",8b194d5ec32d8b3051696b05ad77615213b26dcf,2/13/20,bioRxiv,,14. Forensics – Natural vs intentional use? Tests to be used for attribution.,
Genomic evidence suggests a plausible recombination event between a circulating coronavirus in pangolins and bats could be the source of SARS-CoV-2.,9e4cd28b423f3eb1fb8e8852e5c49a8c94db3a05,7/1/20,Sci Adv,,14. Forensics – Natural vs intentional use? Tests to be used for attribution.,
Genomic evidence suggests a plausible recombination event between a circulating coronavirus in pangolins and bats could be the source of SARS-CoV-2.,227ca743dcbf96e263951824d230b4e77d57a43f,7/1/20,Sci Adv,,14. Forensics – Natural vs intentional use? Tests to be used for attribution.,
Emerging studies are showing that bats are not the only reservoir of SARS-like coronaviruses.,51d819872f5d3c9754771653d2d5f7ebdc871082,3/19/20,Curr Biol,,14. Forensics – Natural vs intentional use? Tests to be used for attribution.,
Emerging studies are showing that bats are not the only reservoir of SARS-like coronaviruses.,2776c8cd33a11dbe32e524583232475425bfdca2,3/19/20,Curr Biol,,14. Forensics – Natural vs intentional use? Tests to be used for attribution.,
Emerging studies are showing that bats are not the only reservoir of SARS-like coronaviruses.,fa876adce142f9df2404dde162fc755de721c6c4,3/19/20,Curr Biol,,14. Forensics – Natural vs intentional use? Tests to be used for attribution.,
"There are multiple studies showing that the SARS-CoV-2 S protein receptor binding domain, the portion of the protein responsible for binding the human receptor ACE2, was acquired through recombination between coronaviruses from pangolins and bats.",51d819872f5d3c9754771653d2d5f7ebdc871082,3/19/20,Curr Biol,,14. Forensics – Natural vs intentional use? Tests to be used for attribution.,
"There are multiple studies showing that the SARS-CoV-2 S protein receptor binding domain, the portion of the protein responsible for binding the human receptor ACE2, was acquired through recombination between coronaviruses from pangolins and bats.",2776c8cd33a11dbe32e524583232475425bfdca2,3/19/20,Curr Biol,,14. Forensics – Natural vs intentional use? Tests to be used for attribution.,
"There are multiple studies showing that the SARS-CoV-2 S protein receptor binding domain, the portion of the protein responsible for binding the human receptor ACE2, was acquired through recombination between coronaviruses from pangolins and bats.",fa876adce142f9df2404dde162fc755de721c6c4,3/19/20,Curr Biol,,14. Forensics – Natural vs intentional use? Tests to be used for attribution.,
"There are multiple studies showing that the SARS-CoV-2 S protein receptor binding domain, the portion of the protein responsible for binding the human receptor ACE2, was acquired through recombination between coronaviruses from pangolins and bats.",9e4cd28b423f3eb1fb8e8852e5c49a8c94db3a05,7/1/20,Sci Adv,,14. Forensics – Natural vs intentional use? Tests to be used for attribution.,
"There are multiple studies showing that the SARS-CoV-2 S protein receptor binding domain, the portion of the protein responsible for binding the human receptor ACE2, was acquired through recombination between coronaviruses from pangolins and bats.",227ca743dcbf96e263951824d230b4e77d57a43f,7/1/20,Sci Adv,,14. Forensics – Natural vs intentional use? Tests to be used for attribution.,
"There are multiple studies showing that the SARS-CoV-2 S protein receptor binding domain, the portion of the protein responsible for binding the human receptor ACE2, was acquired through recombination between coronaviruses from pangolins and bats.",9e4cd28b423f3eb1fb8e8852e5c49a8c94db3a05,7/1/20,Sci Adv,,14. Forensics – Natural vs intentional use? Tests to be used for attribution.,
"There are multiple studies showing that the SARS-CoV-2 S protein receptor binding domain, the portion of the protein responsible for binding the human receptor ACE2, was acquired through recombination between coronaviruses from pangolins and bats.",227ca743dcbf96e263951824d230b4e77d57a43f,7/1/20,Sci Adv,,14. Forensics – Natural vs intentional use? Tests to be used for attribution.,
"There are multiple studies showing that the SARS-CoV-2 S protein receptor binding domain, the portion of the protein responsible for binding the human receptor ACE2, was acquired through recombination between coronaviruses from pangolins and bats.",51d819872f5d3c9754771653d2d5f7ebdc871082,3/19/20,Curr Biol,,14. Forensics – Natural vs intentional use? Tests to be used for attribution.,
"There are multiple studies showing that the SARS-CoV-2 S protein receptor binding domain, the portion of the protein responsible for binding the human receptor ACE2, was acquired through recombination between coronaviruses from pangolins and bats.",2776c8cd33a11dbe32e524583232475425bfdca2,3/19/20,Curr Biol,,14. Forensics – Natural vs intentional use? Tests to be used for attribution.,
"There are multiple studies showing that the SARS-CoV-2 S protein receptor binding domain, the portion of the protein responsible for binding the human receptor ACE2, was acquired through recombination between coronaviruses from pangolins and bats.",fa876adce142f9df2404dde162fc755de721c6c4,3/19/20,Curr Biol,,14. Forensics – Natural vs intentional use? Tests to be used for attribution.,
These studies suggest that pangolins may have played an intermediate role in the adaptation of SARS-CoV-2 to be able to bind to the human ACE2 receptor. ,51d819872f5d3c9754771653d2d5f7ebdc871082,3/19/20,Curr Biol,,14. Forensics – Natural vs intentional use? Tests to be used for attribution.,
These studies suggest that pangolins may have played an intermediate role in the adaptation of SARS-CoV-2 to be able to bind to the human ACE2 receptor. ,2776c8cd33a11dbe32e524583232475425bfdca2,3/19/20,Curr Biol,,14. Forensics – Natural vs intentional use? Tests to be used for attribution.,
These studies suggest that pangolins may have played an intermediate role in the adaptation of SARS-CoV-2 to be able to bind to the human ACE2 receptor. ,fa876adce142f9df2404dde162fc755de721c6c4,3/19/20,Curr Biol,,14. Forensics – Natural vs intentional use? Tests to be used for attribution.,
These studies suggest that pangolins may have played an intermediate role in the adaptation of SARS-CoV-2 to be able to bind to the human ACE2 receptor. ,9e4cd28b423f3eb1fb8e8852e5c49a8c94db3a05,7/1/20,Sci Adv,,14. Forensics – Natural vs intentional use? Tests to be used for attribution.,
These studies suggest that pangolins may have played an intermediate role in the adaptation of SARS-CoV-2 to be able to bind to the human ACE2 receptor. ,227ca743dcbf96e263951824d230b4e77d57a43f,7/1/20,Sci Adv,,14. Forensics – Natural vs intentional use? Tests to be used for attribution.,
These studies suggest that pangolins may have played an intermediate role in the adaptation of SARS-CoV-2 to be able to bind to the human ACE2 receptor. ,9e4cd28b423f3eb1fb8e8852e5c49a8c94db3a05,7/1/20,Sci Adv,,14. Forensics – Natural vs intentional use? Tests to be used for attribution.,
These studies suggest that pangolins may have played an intermediate role in the adaptation of SARS-CoV-2 to be able to bind to the human ACE2 receptor. ,227ca743dcbf96e263951824d230b4e77d57a43f,7/1/20,Sci Adv,,14. Forensics – Natural vs intentional use? Tests to be used for attribution.,
These studies suggest that pangolins may have played an intermediate role in the adaptation of SARS-CoV-2 to be able to bind to the human ACE2 receptor. ,51d819872f5d3c9754771653d2d5f7ebdc871082,3/19/20,Curr Biol,,14. Forensics – Natural vs intentional use? Tests to be used for attribution.,
These studies suggest that pangolins may have played an intermediate role in the adaptation of SARS-CoV-2 to be able to bind to the human ACE2 receptor. ,2776c8cd33a11dbe32e524583232475425bfdca2,3/19/20,Curr Biol,,14. Forensics – Natural vs intentional use? Tests to be used for attribution.,
These studies suggest that pangolins may have played an intermediate role in the adaptation of SARS-CoV-2 to be able to bind to the human ACE2 receptor. ,fa876adce142f9df2404dde162fc755de721c6c4,3/19/20,Curr Biol,,14. Forensics – Natural vs intentional use? Tests to be used for attribution.,
A key difference between SARS-CoV-2 and other beta-coronaviruses is the presence of a polybasic furin cleavage site in the Spike protein (insertion of a PRRA amino acid sequence between S1 and S2).,aaca0a72b59c900b2444576e7381b28acf683b88,4/30/20,Antiviral Research,,14. Forensics – Natural vs intentional use? Tests to be used for attribution.,
"While distinct from the furin cleavage site insertion in SARS-CoV-2, this evidence shows that such insertions can occur naturally.",ab196f5de8cc9813482113a10ca4df39d164655c,3/6/20,bioRxiv,,14. Forensics – Natural vs intentional use? Tests to be used for attribution.,
"While distinct from the furin cleavage site insertion in SARS-CoV-2, this evidence shows that such insertions can occur naturally.",cddff59aa11d3d8005e389b47cb7c4501a21d593,3/6/20,bioRxiv,,14. Forensics – Natural vs intentional use? Tests to be used for attribution.,
