ground_truth	matched_claim
"University of Georgia Researchers use a rolling window analysis incorporating uncertainty in the generation time distribution to estimate time-varying transmission rates in US states (the effective reproduction number, Reff or Rt)."	To illustrate this some further assumptions about the generation time distribution have to be made
"Children are estimated to shed virus for 15 days on average, with asymptomatic individuals shedding virus for less time (11 days) than symptomatic individuals (17 days)."	"Studies have shown that patients begin to shed virus at least 1-2 days prior to showing any symptoms 5, 6?
"Children are estimated to shed virus for 15 days on average, with asymptomatic individuals shedding virus for less time (11 days) than symptomatic individuals (17 days)."	"People shed infective virus days before symptoms occur and continue to shed virus via the lungs and faeces whilst symptoms develop and resolve, often for more than 7 days after symptom onset (Lauer et al"
"Children are estimated to shed virus for 15 days on average, with asymptomatic individuals shedding virus for less time (11 days) than symptomatic individuals (17 days)."	"19, 20 Our investigation shows that some facility residents shed virus for more than 7 days after symptom onset, a finding seen in some other populations"
"Children are estimated to shed virus for 15 days on average, with asymptomatic individuals shedding virus for less time (11 days) than symptomatic individuals (17 days)."	Children tend to shed virus for prolonged period (12)?
"Children are estimated to shed virus for 15 days on average, with asymptomatic individuals shedding virus for less time (11 days) than symptomatic individuals (17 days)."	"He further estimated that individuals shed virus 5 to 6 days prior to symptom onset and that total presymptomatic transmission was 44% (CI, 30-57%)"
"Children are estimated to shed virus for 15 days on average, with asymptomatic individuals shedding virus for less time (11 days) than symptomatic individuals (17 days)."	"Children can be infectious for 10 or more days, and young children can shed virus for several days before their illness onset"
"Children are estimated to shed virus for 15 days on average, with asymptomatic individuals shedding virus for less time (11 days) than symptomatic individuals (17 days)."	"2, 3 Recovered COVID-19 patients may continue to shed virus for as long as 42 days after symptoms have ceased, even after they test negative by conventional respiratory tests"
"Children are estimated to shed virus for 15 days on average, with asymptomatic individuals shedding virus for less time (11 days) than symptomatic individuals (17 days)."	Infected individuals shed virus in their stool for around 2 weeks before becoming symptomatic and typically for a few days after but may continue to do so for several weeks
"Children are estimated to shed virus for 15 days on average, with asymptomatic individuals shedding virus for less time (11 days) than symptomatic individuals (17 days)."	"7 There is also evidence that children may shed virus, ଝ Please cite this article as: Calvo C, Tagarro A, Otheo E, Epalza C"
"Children are estimated to shed virus for 15 days on average, with asymptomatic individuals shedding virus for less time (11 days) than symptomatic individuals (17 days)."	"Even asymptomatic individuals have shown to shed virus in feces, which can last many days after resolution of symptoms"
"Russia's Gamaleya Institute announced that their adenovirus (Sputnik V) vaccine is 91.4% effective 28 days after the first dose, and over 95% effective 42 days after the first dose (21 days after the second dose), based on 39 COVID-19 cases in 19,000 participants."	"Besides, on 11 December 2020, AstraZeneca which is also developing an adenovirus-vectored vaccine, accepted the Russia Direct Investment Fund's proposal to test the safety and immunogenicity of combination of AZD1222 and Sputnik V [100, 101]?
"Russia's Gamaleya Institute announced that their adenovirus (Sputnik V) vaccine is 91.4% effective 28 days after the first dose, and over 95% effective 42 days after the first dose (21 days after the second dose), based on 39 COVID-19 cases in 19,000 participants."	"The Institute of Biology at the Academy of Military Medical Sciences announced the approval (in small population groups) of their adenovirusvectored vaccine (Sputnik V; formerly known as Gam-COVID-Vac) on Aug 12, 2020, before the phase 3 clinical studies had started"
"Russia's Gamaleya Institute announced that their adenovirus (Sputnik V) vaccine is 91.4% effective 28 days after the first dose, and over 95% effective 42 days after the first dose (21 days after the second dose), based on 39 COVID-19 cases in 19,000 participants."	"Gamaleya Research Institute in Russia has been developing Sputnik V (formerly Gam-Covid-Vac), an adenovirus-vectored vaccine that carries the gene for the spike protein of SARS-CoV-2 [92]?
"Russia's Gamaleya Institute announced that their adenovirus (Sputnik V) vaccine is 91.4% effective 28 days after the first dose, and over 95% effective 42 days after the first dose (21 days after the second dose), based on 39 COVID-19 cases in 19,000 participants."	We demonstrate the method using the publically-released data on the efficacy of three vaccines agains SARS-CoV-2: the final Phase III data from the Pfizer/BioNTech and Moderna mRNA vaccines and the interim data released for the Sputnik V adenovirus-based vaccine.
"Russia's Gamaleya Institute announced that their adenovirus (Sputnik V) vaccine is 91.4% effective 28 days after the first dose, and over 95% effective 42 days after the first dose (21 days after the second dose), based on 39 COVID-19 cases in 19,000 participants."	"The vaccines that are considered to be front-runners include the following: Sino Biotech's CoronaVac, which is an inactivated virus vaccine; Moderna's mRNA1273, which is an mRNA candidate; Johnson & Johnson's JNJ-78436735, which is an adenovirus-based vaccine; Pfizer's BNT162b2, which is an mRNA-based vaccine; the University of Oxford's candidate ChAdOx1 nCoV-19, which is an adenovirus-based vaccine; Sinovac's SARS-CoV-2 vaccine, which is an inactivated candidate; CanSino's Ad5-nCoV, which is a viral vector vaccine; Russian Gamaleya Institute's Sputnik V, which is an adenovirus-based vaccine; and Inovio's INO4800, which is a DNA plasmid vaccine"
"Russia's Gamaleya Institute announced that their adenovirus (Sputnik V) vaccine is 91.4% effective 28 days after the first dose, and over 95% effective 42 days after the first dose (21 days after the second dose), based on 39 COVID-19 cases in 19,000 participants."	"Gamaleya Institute developed a heterologous COVID-19 vaccine consisting of two components, a recombinant adenovirus type 26 (rAd26) vector and a recombinant adenovirus type 5 (rAd5) vector, both carrying the gene for spike glycoprotein (rAd26-S and rAd5-S)"
"Russia's Gamaleya Institute announced that their adenovirus (Sputnik V) vaccine is 91.4% effective 28 days after the first dose, and over 95% effective 42 days after the first dose (21 days after the second dose), based on 39 COVID-19 cases in 19,000 participants."	"So nutzt AZD1222 ein Schimpansenadenovirus als Vektor für SARS-CoV-2-Proteine, Sputnik V [5] zwei unterschiedliche Adenoviren als Vektoren, bei der ersten Impfung rAd26 und bei der zweiten rAd5"
"Russia's Gamaleya Institute announced that their adenovirus (Sputnik V) vaccine is 91.4% effective 28 days after the first dose, and over 95% effective 42 days after the first dose (21 days after the second dose), based on 39 COVID-19 cases in 19,000 participants."	"In §3 we exhibit it's use in a study that compares the efficacy of three recently-announced vaccines agains SARS-CoV-2: The Pfizer/BioNTech mRNA vaccine [11] , the Moderna mRNA vaccine [12] , and the Sputnik V adenovirus-based vaccine [13]?
Infection risk is particularly high indoors.	Figure 5 : Infection risk in a home environment
Infection risk is particularly high indoors.	"Although the total indoor infection risk largely decreases, the average infection risk is still undesirable (the average infection time is still 7.7 seconds, and the high-risk ratio is 2.58%)"
Infection risk is particularly high indoors.	"The literature suggests that indoor environments have the greatest risk of infection, due to the larger density of people, the possible buildup of airborne virus-carrying droplets, and the likely higher stability of the virus in indoor air [43, 44]?
Infection risk is particularly high indoors.	Infection risk was also higher in those living in more deprived or in urban versus rural locations
Infection risk is particularly high indoors.	Infection risks were explained
Infection risk is particularly high indoors.	"Irrespective of this, we believe that consideration of the relative rate of increase in infection risk (13) should be considered for all indoor spaces; this can be expressed (see appendix A) as λ = (C − C 0 ) I q/C a n"
Infection risk is particularly high indoors.	"Since symptomatic individuals are expected to stay at home and avoid public places, the pre-symptomatic, asymptomatic and mild COVID-19 cases (the latter possibly confused with a common cold) are likely to pose the largest infection risk in the indoor environments considered here [76]?
Infection risk is particularly high indoors.	"The risk of infection in indoor environments is typically modelled using the Wells-Riley model or a Wells-Riley-like formulation, usually assuming the pathogen dose follows a Poisson distribution (mono-pathogen assumption)"
Infection risk is particularly high indoors.	"The risk of infection in indoor environments is typically modelled using the Wells-Riley model or a Wells-Riley-like formulation, usually assuming the pathogen dose follows a Poisson distribution (mono-pathogen assumption)"
Infection risk is particularly high indoors.	This was in contrast to the previous belief that outdoor access may increase the risk of helminth infections in production animals
Several studies have identified plausible transmission on airplanes.	"Even when transmission does not occur during flights, airplanes carry infected, pre-symptomatic people to destinations throughout the world"
Several studies have identified plausible transmission on airplanes.	The risk of transmission of respiratory infections on airplanes was a major concern to the public and airline industry
Several studies have identified plausible transmission on airplanes.	"However, our prior work on the risk of Ebola spread in airplanes suggested that the driving force for increased exposure to infection transmission risk is the clustering of passengers while waiting for others to stow their luggage and take their seats"
Several studies have identified plausible transmission on airplanes.	Instances in which the risk of TB transmission on airplanes may be increased are listed in Table 3?
Several studies have identified plausible transmission on airplanes.	"The relationship and contacts between passengers were important factors in determining the transmission risk of COVID-19 on airplanes and trains, because family members, colleagues or friends frequently co-travel and might have a higher transmission risk at home or in the workplace, as opposed to travel 57?
Several studies have identified plausible transmission on airplanes.	"This finding was unanticipated given the widely held view that persons in window seats are at lower risk for exposure to an infectious pathogen during flight, a belief supported by data simulating transmission of droplet-mediated respiratory illnesses during flights of similar duration on single-aisle airplanes in the United States (20)?
Several studies have identified plausible transmission on airplanes.	"Transmission by aerosols was also addressed regarding airplanes, but has been put aside, because the disease only spread from infected passengers to others in close contacts, with lower transmissible rates(51) (24)?
Several studies have identified plausible transmission on airplanes.	"Although airborne transmission of influenza can be demonstrated in experimental models and selected circumstances, such as airplanes with disabled ventilation systems, 8 the contribution of airborne spread to influenza transmission is thought to be small"
Several studies have identified plausible transmission on airplanes.	"Scientific representation of Covid-19 transmission on airplanes in this case visualizes potentials for infection as a matter of group behaviors tied to an imperative for masking, even as the frame of representation excludes other potentials: that the movement of flight attendants up and down aisles or the use of the lavatories multiplies risk; that the housing of airline employees in indoor hotels may multiply employee risks; and that mask production facilities may concentrate risks for workers"
Several studies have identified plausible transmission on airplanes.	"The number of probable secondary cases detected in our study is on the upper end of hypothesized estimations for SARS-CoV-2 transmission on airplanes in the absence of face mask use, although the movement of aerosols and droplets in the specific conditions of a flight cabin remains poorly understood (27)?
The role of children in SARS-CoV-2 transmission is unclear.	"However, the role of children in SARS-CoV-2 transmission is unclear"
The role of children in SARS-CoV-2 transmission is unclear.	The role of children in the transmission of SARS-CoV-2 is unclear
The role of children in SARS-CoV-2 transmission is unclear.	"Additionally, the role of children in SARS-CoV-2 transmission has clearly been underappreciated"
The role of children in SARS-CoV-2 transmission is unclear.	More studies are needed clarify the role children play in SARS-CoV-2 transmission
The role of children in SARS-CoV-2 transmission is unclear.	"In particular, the role of children in SARS-CoV-2 transmission has yet to be fully understood"
The role of children in SARS-CoV-2 transmission is unclear.	"26 However, there is less certainty regarding children's role in the transmission of SARS-CoV-2 [7, 8]?
The role of children in SARS-CoV-2 transmission is unclear.	"16, 17 For SARS-CoV-2, the role of children in its transmission is still unclear"
The role of children in SARS-CoV-2 transmission is unclear.	The role of children and adolescents in the transmission of SARS-CoV-2 is uncertain
The role of children in SARS-CoV-2 transmission is unclear.	"9 However, other reports suggest children have not played a substantive role in household SARS-CoV-2 transmission"
The role of children in SARS-CoV-2 transmission is unclear.	It is important to stress that the role of children in the transmission of SARS-Cov-2 is not yet clear
The capacity of deer mice as a reservoir species is unknown.	"The prevalence was lower in more diverse communities, where deer mice had fewer intraspecific interactions, than in less diverse communities 33?
The capacity of deer mice as a reservoir species is unknown.	"Collectively, this work has determined that deer mice are a suitable animal model for the study of SARS-CoV-2 pathogenesis, and that they have the potential to serve as secondary reservoir hosts that could lead to periodic outbreaks of COVID-19 in North America."
The capacity of deer mice as a reservoir species is unknown.	Farmed wildlife such as mink and pigs could also become reservoir species
The capacity of deer mice as a reservoir species is unknown.	"However, in North America, similar species to deer mice such as Peromyscus leucopus or the whitefooted mouse have occupied effective niches in cities on the east coast of Canada and the United States and have taken advantage of urban environment's lack of predators and natural competitors, its warmer climate for mating, and its abundance of small forest fragments for habitation (Munshi-South and Richardson, 2017)?
The capacity of deer mice as a reservoir species is unknown.	"However, these animals also succumb to disease and are therefore not considered the reservoir species"
The capacity of deer mice as a reservoir species is unknown.	Male deer mice show enhanced spatial navigational ability compared to males of related Peromyscus spp
The capacity of deer mice as a reservoir species is unknown.	This behavior in deer mice is considered a sexually selected trait because it confers an advantage in locating females that are likely widely dispersed throughout the habitat [145]?
The capacity of deer mice as a reservoir species is unknown.	"The first is species-as detailed above, spatial navigational learning and memory is an important behavioral response for polygynous deer mice"
The capacity of deer mice as a reservoir species is unknown.	"Further, female deer mice developmentally exposed to BPA or EE show masculinized or improved spatial navigational learning and memory"
The capacity of deer mice as a reservoir species is unknown.	"However, male deer mice developmentally exposed to BPA show reduced spatial navigational learning and memory [142, 143] , suggesting that they would be at a disadvantage in locating potential female breeding partners"
Fever is most often the first symptom.	Fever is often the first symptom [6]?
Fever is most often the first symptom.	Fever was clearly the most common symptom
Fever is most often the first symptom.	Fever was the most common symptom
Fever is most often the first symptom.	Fever was the most common symptom
Fever is most often the first symptom.	Fever was the most common symptom
Fever is most often the first symptom.	Fever is the most common symptom
Fever is most often the first symptom.	Fever was the primary initial symptom
Fever is most often the first symptom.	Fever and headache were commonly the first reported symptoms
Fever is most often the first symptom.	Fever was one of the most reported symptoms
Fever is most often the first symptom.	Fever was one of the most reported symptoms
Symptoms can persist for months.	These signs and symptoms could last for several weeks or even months
Symptoms can persist for months.	symptoms lasting > 6 months)
Symptoms can persist for months.	Median duration of symptoms was 3 months
Symptoms can persist for months.	The median duration of symptoms was 24 months
Symptoms can persist for months.	a) Symptoms remaining after 6 months
Symptoms can persist for months.	Remaining symptoms after 6 months
Symptoms can persist for months.	"However, for an unknown number of people, symptoms may persist for weeks or even months following their initial infection, and some develop medical complications that may have longer lasting health implications"
Symptoms can persist for months.	"Ultimately, symptoms improved within days and had not recurred by 4 months"
Symptoms can persist for months.	"After a few months, the symptoms recurred"
Symptoms can persist for months.	The symptoms may last for weeks or even months after the medication discontinuation [5]?
Hydroxychloroquine provides limited to no clinical benefit.	Hydroxychloroquine was well-tolerated by the patient without any significant clinical or laboratory adverse event
Hydroxychloroquine provides limited to no clinical benefit.	Hydroxychloroquine has been shown to have a favorable side effect profile in terms of infection risk in many clinical trials
Hydroxychloroquine provides limited to no clinical benefit.	Hydroxychloroquine is under clinical trial (NCT04345692)
Hydroxychloroquine provides limited to no clinical benefit.	"Widely used hydroxychloroquine provides marginal clinical benefit in improving viral clearance rates whilst posing both cardiac and non-cardiac safety risks, especially in the vulnerable population"
Hydroxychloroquine provides limited to no clinical benefit.	"Hydroxychloroquine is an immunosuppressive drug with mature clinical application in the treatment of rheumatic immune diseases such as rheumatoid arthritis and systemic lupus erythematosus [41, 42]?
Hydroxychloroquine provides limited to no clinical benefit.	Over the last several months there have been reports of clinical benefit from Hydroxychloroquine
Hydroxychloroquine provides limited to no clinical benefit.	Widely used hydroxychloroquine provides marginal clinical benefit in improving viral clearance rates whilst posing both cardiac and non-cardiac safety risks
Hydroxychloroquine provides limited to no clinical benefit.	"233, 234 Multiple recent studies, including observational data from patients with immune-mediated diseases on long-term hydroxychloroquine as well as large randomized clinical trials, have consistently demonstrated the lack of efficacy of HCQ in preventing the viral infection or improving any COVID-19-related outcomes"
Hydroxychloroquine provides limited to no clinical benefit.	"Overall, potential prevention and/or clinical benefits of hydroxychloroquine use remain to be determined"
Hydroxychloroquine provides limited to no clinical benefit.	Hydroxychloroquine was also associated with a longer time to clinical recovery compared to control group
Fluvoxamine may reduce clinical symptoms.	"First, it can quickly improve clinical symptoms and quickly reduce fever"
Fluvoxamine may reduce clinical symptoms.	"By using this drug after a few days, the fever eliminated and all other clinical symptoms improved significantly"
Fluvoxamine may reduce clinical symptoms.	"The results showed that the XBD combined with conventional medicine could significantly relieve clinical symptoms such as fever, cough, fatigue, loss of appetite, etc"
Fluvoxamine may reduce clinical symptoms.	"Instead, the administration of melatonin only reduces the associated clinical symptoms (182, 214)?
Fluvoxamine may reduce clinical symptoms.	"A phase II clinical trial of TZV showed that this compound significantly reduces the duration of the main clinical symptoms of influenza (intoxication, fever, and respiratory symptoms) and decreases the incidence of influenza-related complications and the use of symptomatic drugs [10]?
Fluvoxamine may reduce clinical symptoms.	"Preliminary results indicated that tocilizumab could reduce C-reactive protein, improve clinical symptoms and prognosis [10]?
Fluvoxamine may reduce clinical symptoms.	"Clinical studies have been conducted to explore the effect of exogenous melatonin on clinical symptoms in PD patients [6, 190, 191]?
Fluvoxamine may reduce clinical symptoms.	"It is known to lessen viral loads and improve clinical symptoms 14, 15?
Fluvoxamine may reduce clinical symptoms.	"influenzae, the clinical symptoms did not improve, and the total bacterial cell counts did not decrease by the third day of treatment with ampicillin/sulbactam ( Figure 2 )"
Fluvoxamine may reduce clinical symptoms.	Herein we aim to investigate how famotidine may act to relieve early phase COVID-19 clinical symptoms
There is no clinical benefit from ritonavir/lopinavir.	"With increasing evidence of both the absence of clinical benefit from ritonavir/lopinavir in the more seriously ill patients and the risk of toxicity associated with the combined administration of hydroxychloroquine and azithromycin, their usage in the general COVID-19 population has been limited"
There is no clinical benefit from ritonavir/lopinavir.	"The ritonavir/lopinavir combination has previously been shown to be effective in vitro and in an animal model of Middle East respiratory syndrome (MERS), and a clinical trial is under way to assess its effectiveness against MERS (46, 47)?
There is no clinical benefit from ritonavir/lopinavir.	"A recent clinical report showed the improvement of an index case with pneumonia with a significant decrease in the virus load after ritonavir/lopinavir treatment (Lim et al., 2020)?
There is no clinical benefit from ritonavir/lopinavir.	We noticed Ritonavir/Lopinavir being clinically tested for the treatment of COVID-19 is an aspartate protease inhibitor
There is no clinical benefit from ritonavir/lopinavir.	"A trial of five critically ill, COVID-19-positive patients (who were also receiving ritonavir/lopinavir) demonstrated an improved clinical course after convalescent plasma transfusion"
There is no clinical benefit from ritonavir/lopinavir.	"It will remain important that those who need these medications at baseline, such as HIV patients who take ritonavir/lopinavir, are able to continue to access the medications they need or else there is a risk of poor clinical outcomes and antiviral resistance in these patients"
There is no clinical benefit from ritonavir/lopinavir.	"Drugs that have recently been shown to target MERS-CoV in mice [15] , and to inhibit Ebola virus RdRP and SARS-CoV-2 proteases in humans, such as remdesivir and ritonavir/lopinavir, also constitute candidate drugs against SARS-CoV-2 and are now investigated for their therapeutic efficacy in COVID-19 patients in 2 international clinical trials (SOLIDARITY Trial and DisCoVeRy Trial)"
There is no clinical benefit from ritonavir/lopinavir.	"Ritonavir/lopinavir, remdesivir (repurposed from Ebola and FDA emergency approved), chloroquine and hydroxychloroquine (both now FDA emergency approved, see Supplementary Material) are the most well-known compounds currently in clinical trials"
There is no clinical benefit from ritonavir/lopinavir.	"Although not approved for treating COVID-19, antiviral drugs (eg, ritonavir/lopinavir) and the potential antiviral drug hydroxychloroquine are in clinical trials and being used empirically to treat patients with COVID-19"
There is no clinical benefit from ritonavir/lopinavir.	"A number of clinical trials (27) are underway to test the efficacy of several repurposed drugs including chloroquine (CQ), hydroxychloroquine (HCQ), ivermectin, remdesivir, ritonavir/lopinavir for treatment of COVID-19"
"Reinfection with SARS-CoV-2 is possible but appears rare, though the true frequency is unknown."	This is erroneous and likely to 123 miss the true frequency of SARS-CoV-2 infection as it assumes mutual exclusivity of SARS-124 CoV-2
"Reinfection with SARS-CoV-2 is possible but appears rare, though the true frequency is unknown."	The true frequency of myocarditis complicating COVID-19 is impossible to determine
"Reinfection with SARS-CoV-2 is possible but appears rare, though the true frequency is unknown."	"8 Although myocarditis has been suspected in many cases of COVID-19, definitive confirmation requires tissue histology and immunohistochemistry and has not been frequently pursued; hence, the true frequency of myocarditis remains unknown"
"Reinfection with SARS-CoV-2 is possible but appears rare, though the true frequency is unknown."	"Challenges in understanding the true frequency of COVID-19 in people with HIV include the overall limited testing that has happened so far, particularly for patients not needing hospitalisation, the admission of patients in hospitals external to where the individual might access their HIV care, and the fact that people with HIV might be more vigilant at shielding and self-isolation because of the propagation of fears of higher acquisition rates and a poorer outcome of SARS-CoV-2 infection in people living with HIV"
"Reinfection with SARS-CoV-2 is possible but appears rare, though the true frequency is unknown."	30 Information from large scale testing and seroprevalence studies should soon give us a more clear picture about the true frequency of infections and thus more accurate assessments of the overall infection fatality rate
"Reinfection with SARS-CoV-2 is possible but appears rare, though the true frequency is unknown."	"Although the true frequency of HIT in this study was unclear, the implication is that HIT is a definite potential complication of COVID-19 patients, particularly if there is prolonged exposure to UFH"
"Reinfection with SARS-CoV-2 is possible but appears rare, though the true frequency is unknown."	Please note that our very strict criteria for sensitivity and specificity underestimates the true frequency of individuals with neutralizing antibodies as can be seen when the cut-off is applied to the neutralization data set in figure 3B?
"Reinfection with SARS-CoV-2 is possible but appears rare, though the true frequency is unknown."	"2 does not look like a null plot, we can not find a distribution function for the disturbance term that is close enough to the true frequency"
"Reinfection with SARS-CoV-2 is possible but appears rare, though the true frequency is unknown."	"Unfortunately, as the true frequency (or prevalence) of infection becomes less and less in any population, the problem of false positive tests becomes far more of an issue, even with a?
"Reinfection with SARS-CoV-2 is possible but appears rare, though the true frequency is unknown."	"Furthermore, as already mentioned, the true frequency of COVID-19 in the general population of Italy is still not well established and in some areas it could be similar to that we reported (5)"
The infectiousness of re-infected individuals is unknown.	We assumed that recovered individuals cannot be re-infected
The infectiousness of re-infected individuals is unknown.	"We assume that once infected individuals have recovered, R, they cannot be re-infected"
The infectiousness of re-infected individuals is unknown.	It is assumed that recovered individuals are immune from becoming re-infected during the time period of the study
The infectiousness of re-infected individuals is unknown.	We assumed that recovered individuals could not be re-infected during the same outbreak scenario
The infectiousness of re-infected individuals is unknown.	"So, we assume the exposed individuals has the possibility of infectiousness"
The infectiousness of re-infected individuals is unknown.	"The findings of the study suggested that while recovered individuals might not be re-infected due to the presence of antibodies to COVID-19, bodies of deceased individuals should be well treated to prevent viral transmission?
The infectiousness of re-infected individuals is unknown.	"In this case, a significant number of infected and recovered individuals can be re-infected, therefore, a full recovery does not occur"
The infectiousness of re-infected individuals is unknown.	"The model assumes that susceptible individuals can become infectious after contact with an infectious individual, and recovered individuals cannot be re-infected"
The infectiousness of re-infected individuals is unknown.	The first is for individuals to have a low (or ideally zero) possibility of being re-infected
The infectiousness of re-infected individuals is unknown.	15 It also raises the possibility that individuals who appear to be re-infected were actually just persistently positive
Efficacy was 94% for those individuals over 65.	"Table 12 revealed that the population sample aged 35 to 39 years had significantly higher mean selfefficacy scores than all other age categories; however, the lowest mean self-efficacy scores were reported by individuals 50 years and older (P < .05)"
Efficacy was 94% for those individuals over 65.	A maximum efficacy value is applied to all individuals below the age of 45 and a minimum level to individuals above the age of 85
Efficacy was 94% for those individuals over 65.	"This efficacy was reduced to Vp = (1q)Ve in vaccinated individuals with comorbidities or in persons older than 65 years of age, where q was sampled uniformly from the 10%-50% range for each individual"
Efficacy was 94% for those individuals over 65.	"This efficacy was reduced to Vp = (1q)Ve in vaccinated individuals with comorbidities or in persons older than 65 years of age, where q was sampled uniformly from the 10%-50% range for each individual"
Efficacy was 94% for those individuals over 65.	"a We assumed a vaccine efficacy of 63%, 94% of the population is eligible for vaccination, the perceived basic reproductive number to be 2.24, the relative risk for an unaware individuals to be approximately 2.14 × 10 −4 , the relative risk for an aware individual to be 0.001"
Efficacy was 94% for those individuals over 65.	"b The percentage of the eligible population that is prosocial was estimated based on the assumption that unaware individuals were approximately 1.22 times more likely to vaccinate than an aware individual (SI) c Estimated using equation S24 a We assumed a vaccine efficacy of 63%, 94% of the population is eligible for vaccination, the perceived basic reproductive number to be 2.24, the relative risk for an unaware individuals to be approximately 2.14 × 10 −4 , the relative risk for an aware individual to be 0.001"
Efficacy was 94% for those individuals over 65.	"The vaccine efficacy was reduced to Vp = (1q)Ve in vaccinated residents, where q was sampled uniformly from the 10%-50% range based on observed reductions in influenza vaccine effectiveness among frail and comorbid individuals (44, 45)?
Efficacy was 94% for those individuals over 65.	"The vaccine efficacy was reduced to Vp = (1q)Ve in vaccinated residents, where q was sampled uniformly from the 10%-50% range based on observed reductions in influenza vaccine effectiveness among frail and comorbid individuals (44, 45)?
Efficacy was 94% for those individuals over 65.	"Effective contact rate (a measure of social-distancing effectiveness) Proportion of members of public who wear masks in public (i.e., masks compliance) Efficacy of face-masks to prevent acquisition of infection by susceptible individuals Probability of infection per contact Proportion of infected humans quarantined at time of exposure Rate at which quarantined individuals revert to the susceptible class (1∕ is the average duration in quarantine)"
Efficacy was 94% for those individuals over 65.	"For individuals with comorbidities or those aged 65 and older, we assumed a reduction in vaccine protection efficacy: V p = (1-q)V e , where q was sampled uniformly in the range of 10-50% for each vaccinated individual"
Telework policies may reduce new cases.	"These policies should aim to support flexible work and to solve problems such as access to digital infrastructure and technologies, access to fast broadband, and digital development; in addition, telework can facilitate other policy goals, for example, reducing the carbon footprint, transport and traffic congestion, and occupational health and safety (Abulibdeh, 2017; Abulibdeh, Andrey, & Melnik, 2015; Hegewisch & Gornick, 2011)?
Telework policies may reduce new cases.	This shows the importance of the role of government policies in promoting telework practices
Telework policies may reduce new cases.	"As long as the number of infected cases is increasing, telework is significant in well-being safety and sustain businesses and economic activities"
Telework policies may reduce new cases.	"Mitigation measures to reduce workplace exposures have included work site policies to support flexible work site options, including telework, whereby employees work remotely without commuting to a central place of work.* Opportunities to telework have varied across industries among U.S"
Telework policies may reduce new cases.	"If teleworking is not feasible, workplaces should employ practices to reduce transmission including identifying where and how workers could be exposed, establishing organizational policies and practices for social distancing more than 6 feet, performing at-work symptom screening, testing, and contact tracing once an infected employee is identified, and providing workplace education"
Telework policies may reduce new cases.	"Telework has been promoted for decades as one of the traffic demand management policies to alleviate congestion during peak periods and reduce work-related trips, along with other benefits"
Telework policies may reduce new cases.	"They have incorporated our estimates of telework, and also include government expenditures on health care and some countervailing fiscal policies, such as unemployment compensation and tax relief, all of which dampen the negative impacts"
Telework policies may reduce new cases.	"However, teleworking policies must be regularly evaluated and be dynamic to stay relevant to respond to the changing needs in the context of emergency situations"
Telework policies may reduce new cases.	"These policies should consider the employers' and the employees' experience regarding what work tasks were performed remotely in a smooth way and what should be improve, and what and how are the jobs have been transitioned to teleworking"
Telework policies may reduce new cases.	"Given that this variable also appears to be substitute of lockdowns, policies aiming at reducing the level of social mobility, as it is the case of adopting teleworking (working from home), could help to reduce daily commutes and the significant possibility of transmission in office environments"
Rolling interventions may be necessary.	"Above?Apart from previous two 3 weeks rolling interventions, we simulated other possible rolling interventions with varied period (2, 3 and 4 weeks) and intervention intensity (M = 4, 5 and 6), as shown in Table"
Rolling interventions may be necessary.	"Another finding was that given equivalent intensity (M= 3 and 5) of rolling interventions, the longer period (4 weeks) led to slight reduction of the total deaths to 151,164, compared to 154,569 of 3 weeks rolling and 160,236 of 2 weeks rolling in the UK"
Rolling interventions may be necessary.	"Then, two possible rolling interventions were given: 1) to keep suppression in London, and take a 3 weeks rolling intervention between suppression and high intensity mitigation (M = 5) in non-London regions; 2) to take 3 weeks rolling intervention between suppression and high intensity mitigation (M = 5) in all UK"
Rolling interventions may be necessary.	We implemented interventions on a rolling basis throughout the postimplementation period (Fig
Rolling interventions may be necessary.	"2) the red part assumed that an continues 6 or 9 weeks suppression intervention (M=3) from the 46 th day (23 rd March 2020) to the 88 th day (4 th May 2020) or the 109 th day (25 th May 2020) was first implemented in the UK; then after the 88 th or 109 th day, other possible rolling interventions were given"
Rolling interventions may be necessary.	"For other surrounding regions with low population intensity and larger social distancing, 3-4 weeks rolling interventions enable maintaining essential business and production activities, further to provide sufficient support to capital cities"
Rolling interventions may be necessary.	"1: 1) the black part assumed that an initial 3 weeks suppression intervention (M=3) from the 46 th day (23 rd March 2020) to the 67 th day (13 rd April 2020) was first implemented in the UK; then after 13 th April 2020, other possible rolling interventions were given"
Rolling interventions may be necessary.	"As for implementing rolling interventions in Europe, the policy needs to be very specific and wellestimated at each day according to the number of confirmed cases, deaths, morality ratio, health resources, etc"
Rolling interventions may be necessary.	"We estimated how suppression, mitigation and multiple rolling interventions impact on controlling outbreaks in London and non-London regions of the UK"
Rolling interventions may be necessary.	"Specifically, this control measure could be named as ""Besieged and rolling interventions"", that implements hybrid interventions with diverse intensities and different periods of maintenance in region-levels of a country, which?
DHS has developed a tool for estimating the decay of airborne SARS-CoV-2 in different environmental conditions.	"In addition, currently, no established technique exists for estimating infectious virus particles from data on the occurrence and persistence of SARS-CoV-2 RNA in environmental media"
